Test,Predictions,difference
0.933,1.541,-0.608
-0.0,1.511,-1.511
-1.733,1.584,-3.318
-0.167,1.276,-1.442
-0.767,1.201,-1.967
1.233,1.098,0.136
1.317,1.53,-0.213
1.5,1.713,-0.213
0.65,1.807,-1.157
-0.25,1.727,-1.977
0.8,1.7,-0.9
-0.5,1.946,-2.446
2.533,1.747,0.787
-0.75,1.821,-2.571
2.283,1.569,0.714
8.633,1.699,6.935
8.0,2.187,5.813
9.95,2.558,7.392
5.45,3.178,2.272
3.75,2.674,1.076
-1.4,2.166,-3.566
-0.083,1.226,-1.309
3.467,1.331,2.136
0.917,1.466,-0.549
1.567,1.189,0.378
-0.333,1.225,-1.559
-0.0,0.87,-0.87
2.0,0.74,1.26
-1.117,1.946,-3.063
0.017,0.022,-0.005
1.033,0.729,0.305
1.217,1.761,-0.544
-3.1,1.319,-4.419
4.25,-0.045,4.295
3.667,3.205,0.462
-3.283,3.409,-6.693
3.233,0.246,2.987
-0.8,1.696,-2.496
2.867,0.024,2.843
-0.0,1.31,-1.31
-3.65,0.596,-4.246
-0.25,0.164,-0.414
-0.433,-0.6,0.166
-3.783,0.353,-4.137
0.733,0.26,0.473
-2.383,0.403,-2.786
-1.117,-0.483,-0.633
1.767,0.564,1.203
-1.15,0.983,-2.133
-0.0,0.392,-0.392
-2.133,0.613,-2.746
1.233,-0.115,1.348
-0.0,0.728,-0.728
0.867,0.75,0.117
0.583,0.858,-0.274
-1.833,0.931,-2.764
-3.717,0.682,-4.398
-0.067,0.646,-0.712
-2.15,1.013,-3.163
-1.633,0.825,-2.458
-2.9,0.759,-3.659
0.333,-1.037,1.37
1.25,0.715,0.535
-1.317,0.966,-2.282
-0.583,0.649,-1.232
-1.867,0.827,-2.694
3.65,1.009,2.641
4.65,1.243,3.407
2.233,1.319,0.915
2.35,1.364,0.986
0.433,1.229,-0.796
0.433,1.132,-0.699
1.65,1.106,0.544
-2.067,1.078,-3.145
6.967,0.552,6.414
1.7,1.082,0.618
0.817,0.901,-0.084
2.7,0.697,2.003
1.75,0.693,1.057
0.8,0.629,0.171
1.0,0.5,0.5
0.5,0.303,0.197
-2.733,0.175,-2.908
-0.617,-0.074,-0.542
3.817,0.577,3.24
1.85,0.649,1.201
-0.817,0.467,-1.283
0.3,0.106,0.194
-1.367,0.049,-1.416
0.017,0.036,-0.019
-1.517,0.197,-1.714
-0.683,0.172,-0.855
1.417,0.203,1.214
-0.0,0.4,-0.4
-1.517,0.381,-1.897
-0.267,0.392,-0.659
-1.483,0.429,-1.913
-1.6,0.327,-1.927
-0.617,0.374,-0.991
-0.483,0.48,-0.963
-1.333,0.494,-1.828
0.417,0.537,-0.12
0.167,0.786,-0.62
-0.233,0.968,-1.202
-1.2,0.936,-2.136
-0.233,0.461,-0.694
-0.0,-0.55,0.55
-0.283,-0.949,0.666
2.3,-0.882,3.182
-1.7,-0.499,-1.201
4.267,-0.334,4.6
-3.367,0.147,-3.514
-0.033,0.044,-0.078
-1.433,0.172,-1.606
-0.5,0.402,-0.902
1.7,0.591,1.109
0.417,0.722,-0.306
0.267,0.839,-0.572
2.1,0.791,1.309
1.767,0.827,0.94
2.5,0.772,1.728
-0.0,0.677,-0.677
0.033,0.524,-0.491
1.95,0.42,1.53
3.0,0.379,2.621
2.85,0.385,2.465
-0.067,0.43,-0.496
-0.733,0.386,-1.12
5.433,0.475,4.958
4.0,0.53,3.47
2.5,0.568,1.932
0.4,0.598,-0.198
1.5,0.585,0.915
0.05,0.626,-0.576
0.167,0.721,-0.554
0.683,0.707,-0.024
-1.417,0.834,-2.25
0.75,0.827,-0.077
0.017,0.885,-0.868
1.883,0.938,0.945
2.25,0.918,1.332
0.683,1.038,-0.355
2.3,0.939,1.361
1.317,0.923,0.394
-1.833,1.004,-2.837
-0.283,1.101,-1.384
-0.0,1.089,-1.089
-1.8,1.052,-2.852
-2.0,1.081,-3.081
-2.833,1.044,-3.877
-0.667,1.059,-1.725
-1.267,1.259,-2.526
-1.75,1.276,-3.026
-1.0,1.301,-2.301
-4.017,1.307,-5.323
-0.0,1.168,-1.168
-1.15,1.51,-2.66
-0.0,1.309,-1.309
0.033,0.399,-0.366
-2.817,0.337,-3.153
-2.233,0.428,-2.661
-0.15,0.496,-0.646
5.517,0.713,4.804
1.6,0.844,0.756
-0.0,0.953,-0.953
0.85,1.237,-0.387
-5.7,1.401,-7.101
-0.0,-0.086,0.086
3.45,1.229,2.221
2.183,1.607,0.576
-0.0,1.428,-1.428
-1.117,1.161,-2.278
7.433,0.93,6.503
3.25,0.91,2.34
-1.133,0.749,-1.882
-0.233,0.472,-0.705
2.583,0.428,2.155
9.5,0.437,9.063
13.717,0.541,13.176
8.4,1.193,7.207
-0.0,1.343,-1.343
4.283,1.211,3.073
5.05,1.616,3.434
-3.683,1.714,-5.398
-0.0,1.32,-1.32
-1.783,1.312,-3.095
-2.383,1.294,-3.677
7.717,0.797,6.92
12.233,1.578,10.655
0.167,2.079,-1.913
-0.3,1.758,-2.058
-0.5,1.685,-2.185
13.6,1.306,12.294
29.167,2.686,26.481
26.417,6.184,20.232
3.417,5.284,-1.867
22.85,3.079,19.771
19.517,2.722,16.795
5.4,1.781,3.619
19.65,1.319,18.331
11.433,1.463,9.97
2.8,1.454,1.346
17.95,1.174,16.776
5.3,1.673,3.627
7.2,1.359,5.841
11.417,1.4,10.017
23.5,1.396,22.104
-2.583,1.357,-3.941
-2.217,0.754,-2.971
19.467,0.551,18.915
10.017,1.607,8.41
26.967,1.475,25.491
23.75,3.736,20.014
11.7,3.786,7.914
1.833,3.161,-1.327
13.367,1.93,11.437
23.0,2.504,20.496
7.583,2.583,5.001
20.75,1.91,18.84
4.467,1.861,2.605
7.05,1.387,5.663
16.1,1.356,14.744
22.483,1.502,20.981
16.883,1.902,14.981
20.45,2.184,18.266
7.9,2.436,5.464
13.683,2.051,11.633
19.5,1.973,17.527
10.417,1.777,8.64
7.667,1.62,6.046
6.267,1.566,4.701
14.6,1.231,13.369
9.45,1.278,8.172
3.367,1.128,2.239
5.0,0.998,4.002
14.133,1.055,13.078
18.25,1.118,17.132
10.0,1.396,8.604
3.267,1.314,1.953
2.033,1.09,0.943
8.35,0.921,7.429
8.05,1.049,7.001
7.133,1.131,6.002
7.983,1.131,6.853
15.333,1.042,14.291
11.833,1.6,10.233
4.517,0.568,3.948
1.15,0.808,0.342
4.617,0.819,3.798
-3.017,0.983,-4.0
-4.683,0.14,-4.823
14.833,0.05,14.784
2.0,1.689,0.311
0.433,1.348,-0.915
-4.017,1.242,-5.259
-3.333,1.178,-4.512
8.25,1.228,7.022
7.217,1.635,5.582
9.183,1.729,7.454
6.983,1.664,5.319
-0.0,1.571,-1.571
-2.75,0.292,-3.042
-0.0,0.011,-0.011
10.5,0.087,10.413
3.117,1.889,1.228
11.15,1.414,9.736
0.767,1.793,-1.026
11.033,1.506,9.527
4.517,1.433,3.084
9.2,1.282,7.918
-7.65,1.077,-8.727
-2.55,0.213,-2.763
-0.0,1.148,-1.148
-1.25,0.918,-2.168
6.317,0.954,5.363
5.95,1.24,4.71
1.15,1.331,-0.181
1.25,1.201,0.049
4.133,1.291,2.842
10.433,1.401,9.033
9.567,1.562,8.005
1.583,1.491,0.093
8.317,1.316,7.0
-2.717,1.131,-3.848
7.35,1.015,6.335
9.617,0.922,8.695
8.667,0.637,8.029
11.333,0.649,10.685
1.0,0.769,0.231
4.45,0.507,3.943
3.45,0.676,2.774
11.783,0.81,10.973
-0.0,1.256,-1.256
12.517,0.614,11.903
7.283,0.721,6.562
0.783,0.36,0.424
0.433,0.266,0.167
-1.7,0.25,-1.95
5.183,0.299,4.884
11.317,0.308,11.009
9.267,0.476,8.791
3.633,0.638,2.996
-2.983,0.92,-3.903
-0.783,0.893,-1.677
-0.717,1.119,-1.836
-0.0,0.777,-0.777
12.4,1.184,11.216
11.25,1.325,9.925
-4.317,1.178,-5.495
-4.717,1.204,-5.921
14.617,1.064,13.553
1.25,1.048,0.202
13.8,1.26,12.54
11.4,1.314,10.086
13.0,1.365,11.635
1.733,1.303,0.43
2.117,1.055,1.062
12.333,0.957,11.376
16.25,0.951,15.299
11.367,1.011,10.356
9.15,1.105,8.045
13.967,1.031,12.936
11.6,1.229,10.371
3.233,1.37,1.864
11.183,1.138,10.045
2.217,1.274,0.943
-0.0,1.095,-1.095
12.217,1.287,10.929
16.2,1.185,15.015
-1.15,1.072,-2.222
0.25,0.859,-0.609
17.05,0.849,16.201
-2.617,1.151,-3.768
4.233,0.882,3.351
10.483,0.905,9.579
7.283,1.156,6.128
1.4,0.351,1.049
5.5,0.343,5.157
13.683,0.356,13.328
-0.0,0.318,-0.318
-0.0,0.311,-0.311
14.433,0.345,14.088
9.267,0.698,8.568
-1.95,0.735,-2.685
9.5,0.546,8.954
19.0,0.745,18.255
17.25,0.949,16.301
-0.667,0.543,-1.21
-2.083,0.448,-2.531
-0.0,0.392,-0.392
-0.0,0.382,-0.382
-0.0,0.419,-0.419
12.0,0.546,11.454
7.317,0.648,6.669
-0.0,0.685,-0.685
9.8,0.75,9.05
13.933,0.84,13.093
20.05,0.877,19.173
-0.0,0.58,-0.58
6.633,0.443,6.19
6.7,0.288,6.412
-1.25,0.327,-1.577
17.717,0.361,17.355
9.683,0.243,9.44
10.183,0.334,9.85
3.95,0.429,3.521
3.067,0.414,2.652
18.033,0.294,17.739
-3.883,0.582,-4.466
4.333,0.432,3.901
10.483,0.711,9.773
14.967,0.91,14.057
-0.0,0.695,-0.695
10.583,0.775,9.809
9.517,0.982,8.535
15.15,1.011,14.139
3.717,0.3,3.416
12.633,0.344,12.289
0.7,0.284,0.416
